"roll_no","full_name","email","dept_code","section","batch_year","cgpa","backlogs","placement_status"
"CB.SC.U4CSE19058","Bhavya Das","cb.sc.u4cse19058@cb.students.amrita.edu","CSE","A","2023","8.69","2","Not Placed"
"CB.SC.U4CSE19059","Sneha Mishra","cb.sc.u4cse19059@cb.students.amrita.edu","CSE","A","2023","6.84","1","Placed"
"CB.SC.U4CSE19060","Akash Patel","cb.sc.u4cse19060@cb.students.amrita.edu","CSE","A","2023","9.43","0","Not Placed"
"CB.SC.U4CSE19101","Harish Patel","cb.sc.u4cse19101@cb.students.amrita.edu","CSE","B","2023","8.18","2","Not Placed"
"CB.SC.U4CSE19102","Varun Shetty","cb.sc.u4cse19102@cb.students.amrita.edu","CSE","B","2023","9.38","0","Not Placed"
"CB.SC.U4CSE19103","Harish Nagarajan","cb.sc.u4cse19103@cb.students.amrita.edu","CSE","B","2023","6.46","1","Not Placed"
"CB.SC.U4CSE19104","Surya Menon","cb.sc.u4cse19104@cb.students.amrita.edu","CSE","B","2023","6.14","0","Placed"
"CB.SC.U4CSE19105","Aishwarya Gupta","cb.sc.u4cse19105@cb.students.amrita.edu","CSE","B","2023","9.26","2","Not Placed"
"CB.SC.U4CSE19106","Nikhil Iyer","cb.sc.u4cse19106@cb.students.amrita.edu","CSE","B","2023","7.57","0","Not Placed"
"CB.SC.U4CSE19107","Aishwarya Patel","cb.sc.u4cse19107@cb.students.amrita.edu","CSE","B","2023","9.16","2","Placed"
"CB.SC.U4CSE19108","Aarav Verma","cb.sc.u4cse19108@cb.students.amrita.edu","CSE","B","2023","9.62","2","Not Placed"
"CB.SC.U4CSE19109","Surya Sharma","cb.sc.u4cse19109@cb.students.amrita.edu","CSE","B","2023","6.6","0","Placed"
"CB.SC.U4CSE19110","Akash Pillai","cb.sc.u4cse19110@cb.students.amrita.edu","CSE","B","2023","8.83","1","Not Placed"
"CB.SC.U4CSE19111","Arya Nagarajan","cb.sc.u4cse19111@cb.students.amrita.edu","CSE","B","2023","7.77","0","Placed"
"CB.SC.U4CSE19112","Anirudh Kapoor","cb.sc.u4cse19112@cb.students.amrita.edu","CSE","B","2023","9.06","0","Placed"
"CB.SC.U4CSE19113","Zara Gupta","cb.sc.u4cse19113@cb.students.amrita.edu","CSE","B","2023","9.03","1","Placed"
"CB.SC.U4CSE19114","Tanvi Pillai","cb.sc.u4cse19114@cb.students.amrita.edu","CSE","B","2023","6.11","1","Not Placed"
"CB.SC.U4CSE19115","Pooja Verma","cb.sc.u4cse19115@cb.students.amrita.edu","CSE","B","2023","7.22","0","Placed"
"CB.SC.U4CSE19116","Tanvi Krishnan","cb.sc.u4cse19116@cb.students.amrita.edu","CSE","B","2023","6.36","2","Not Placed"
"CB.SC.U4CSE19117","Arya Verma","cb.sc.u4cse19117@cb.students.amrita.edu","CSE","B","2023","9.84","0","Placed"
"CB.SC.U4CSE19118","Charan Nair","cb.sc.u4cse19118@cb.students.amrita.edu","CSE","B","2023","6.51","1","Placed"
"CB.SC.U4CSE19119","Lakshmi Verma","cb.sc.u4cse19119@cb.students.amrita.edu","CSE","B","2023","6.59","2","Not Placed"
"CB.SC.U4CSE19120","Varun Verma","cb.sc.u4cse19120@cb.students.amrita.edu","CSE","B","2023","9.86","0","Placed"
"CB.SC.U4CSE19121","Harish Shetty","cb.sc.u4cse19121@cb.students.amrita.edu","CSE","B","2023","6.35","0","Placed"
"CB.SC.U4CSE19122","Karthik Shetty","cb.sc.u4cse19122@cb.students.amrita.edu","CSE","B","2023","9.55","1","Placed"
"CB.SC.U4CSE19123","Rahul Krishnan","cb.sc.u4cse19123@cb.students.amrita.edu","CSE","B","2023","8.96","1","Not Placed"
"CB.SC.U4CSE19124","Tanvi Gupta","cb.sc.u4cse19124@cb.students.amrita.edu","CSE","B","2023","6.97","0","Placed"
"CB.SC.U4CSE19125","Karthik Menon","cb.sc.u4cse19125@cb.students.amrita.edu","CSE","B","2023","9.34","2","Not Placed"
"CB.SC.U4CSE19126","Riya Iyer","cb.sc.u4cse19126@cb.students.amrita.edu","CSE","B","2023","9.2","0","Not Placed"
"CB.SC.U4CSE19127","Surya Kulkarni","cb.sc.u4cse19127@cb.students.amrita.edu","CSE","B","2023","6.31","1","Placed"
"CB.SC.U4CSE19128","Karthik Menon","cb.sc.u4cse19128@cb.students.amrita.edu","CSE","B","2023","9.29","0","Placed"
"CB.SC.U4CSE19129","Meera Verma","cb.sc.u4cse19129@cb.students.amrita.edu","CSE","B","2023","6.7","1","Placed"
"CB.SC.U4CSE19130","Sneha Iyer","cb.sc.u4cse19130@cb.students.amrita.edu","CSE","B","2023","6.93","0","Not Placed"
"CB.SC.U4CSE19131","Rahul Verma","cb.sc.u4cse19131@cb.students.amrita.edu","CSE","B","2023","8.27","2","Placed"
"CB.SC.U4CSE19132","Sanjay Menon","cb.sc.u4cse19132@cb.students.amrita.edu","CSE","B","2023","9.23","1","Not Placed"
"CB.SC.U4CSE19133","Surya Bose","cb.sc.u4cse19133@cb.students.amrita.edu","CSE","B","2023","6.9","0","Not Placed"
"CB.SC.U4CSE19134","Diya Joshi","cb.sc.u4cse19134@cb.students.amrita.edu","CSE","B","2023","6.58","1","Placed"
"CB.SC.U4CSE19135","Akash Reddy","cb.sc.u4cse19135@cb.students.amrita.edu","CSE","B","2023","9.54","1","Not Placed"
"CB.SC.U4CSE19136","Sanjay Reddy","cb.sc.u4cse19136@cb.students.amrita.edu","CSE","B","2023","7.95","1","Placed"
"CB.SC.U4CSE19137","Lakshmi Menon","cb.sc.u4cse19137@cb.students.amrita.edu","CSE","B","2023","8.65","0","Not Placed"
"CB.SC.U4CSE19138","Charan Nagarajan","cb.sc.u4cse19138@cb.students.amrita.edu","CSE","B","2023","9.43","0","Not Placed"
"CB.SC.U4CSE19139","Ishaan Nair","cb.sc.u4cse19139@cb.students.amrita.edu","CSE","B","2023","7.31","1","Not Placed"
"CB.SC.U4CSE19140","Lakshmi Verma","cb.sc.u4cse19140@cb.students.amrita.edu","CSE","B","2023","8.14","0","Not Placed"
"CB.SC.U4CSE19141","Akash Kulkarni","cb.sc.u4cse19141@cb.students.amrita.edu","CSE","B","2023","9.77","0","Not Placed"
"CB.SC.U4CSE19142","Ishaan Nagarajan","cb.sc.u4cse19142@cb.students.amrita.edu","CSE","B","2023","6.64","0","Placed"
"CB.SC.U4CSE19143","Keerthana Verma","cb.sc.u4cse19143@cb.students.amrita.edu","CSE","B","2023","7.73","0","Not Placed"
"CB.SC.U4CSE19144","Nikhil Shetty","cb.sc.u4cse19144@cb.students.amrita.edu","CSE","B","2023","9.27","2","Not Placed"
"CB.SC.U4CSE19145","Nikhil Chatterjee","cb.sc.u4cse19145@cb.students.amrita.edu","CSE","B","2023","8.26","1","Placed"
"CB.SC.U4CSE19146","Bhavya Patel","cb.sc.u4cse19146@cb.students.amrita.edu","CSE","B","2023","9.57","1","Not Placed"
"CB.SC.U4CSE19147","Yash Chatterjee","cb.sc.u4cse19147@cb.students.amrita.edu","CSE","B","2023","7.01","2","Placed"
"CB.SC.U4CSE19148","Anirudh Reddy","cb.sc.u4cse19148@cb.students.amrita.edu","CSE","B","2023","8.58","2","Not Placed"
"CB.SC.U4CSE19149","Akash Gupta","cb.sc.u4cse19149@cb.students.amrita.edu","CSE","B","2023","7.46","0","Not Placed"
"CB.SC.U4CSE19150","Diya Kapoor","cb.sc.u4cse19150@cb.students.amrita.edu","CSE","B","2023","9.62","0","Placed"
"CB.SC.U4CSE19151","Varun Verma","cb.sc.u4cse19151@cb.students.amrita.edu","CSE","B","2023","7.23","1","Not Placed"
"CB.SC.U4CSE19152","Karthik Das","cb.sc.u4cse19152@cb.students.amrita.edu","CSE","B","2023","6.17","2","Placed"
"CB.SC.U4CSE19153","Karthik Bose","cb.sc.u4cse19153@cb.students.amrita.edu","CSE","B","2023","9.73","0","Not Placed"
"CB.SC.U4CSE19154","Zara Kapoor","cb.sc.u4cse19154@cb.students.amrita.edu","CSE","B","2023","8.63","1","Placed"
"CB.SC.U4CSE19155","Rahul Pillai","cb.sc.u4cse19155@cb.students.amrita.edu","CSE","B","2023","6.56","0","Not Placed"
"CB.SC.U4CSE19156","Arya Shetty","cb.sc.u4cse19156@cb.students.amrita.edu","CSE","B","2023","8.5","0","Not Placed"
"CB.SC.U4CSE19157","Pooja Joshi","cb.sc.u4cse19157@cb.students.amrita.edu","CSE","B","2023","7.03","0","Not Placed"
"CB.SC.U4CSE19158","Aarav Sharma","cb.sc.u4cse19158@cb.students.amrita.edu","CSE","B","2023","9.61","1","Not Placed"
"CB.SC.U4CSE19159","Ishaan Raman","cb.sc.u4cse19159@cb.students.amrita.edu","CSE","B","2023","6.55","0","Placed"
"CB.SC.U4CSE19160","Karthik Mishra","cb.sc.u4cse19160@cb.students.amrita.edu","CSE","B","2023","8.95","1","Placed"
"CB.SC.U4CSE19201","Janani Shetty","cb.sc.u4cse19201@cb.students.amrita.edu","CSE","C","2023","7.01","2","Not Placed"
"CB.SC.U4CSE19202","Aishwarya Reddy","cb.sc.u4cse19202@cb.students.amrita.edu","CSE","C","2023","7.94","2","Not Placed"
"CB.SC.U4CSE19203","Zara Nagarajan","cb.sc.u4cse19203@cb.students.amrita.edu","CSE","C","2023","9.18","1","Not Placed"
"CB.SC.U4CSE19204","Sanjay Iyer","cb.sc.u4cse19204@cb.students.amrita.edu","CSE","C","2023","8.04","1","Not Placed"
"CB.SC.U4CSE19205","Rahul Pillai","cb.sc.u4cse19205@cb.students.amrita.edu","CSE","C","2023","9.76","1","Placed"
"CB.SC.U4CSE19206","Tanvi Chatterjee","cb.sc.u4cse19206@cb.students.amrita.edu","CSE","C","2023","9.21","0","Placed"
"CB.SC.U4CSE19207","Sanjay Nair","cb.sc.u4cse19207@cb.students.amrita.edu","CSE","C","2023","7.45","2","Placed"
"CB.SC.U4CSE19208","Sneha Kapoor","cb.sc.u4cse19208@cb.students.amrita.edu","CSE","C","2023","8.71","1","Placed"
"CB.SC.U4CSE19209","Nikhil Raman","cb.sc.u4cse19209@cb.students.amrita.edu","CSE","C","2023","8.69","1","Placed"
"CB.SC.U4CSE19210","Tanvi Kapoor","cb.sc.u4cse19210@cb.students.amrita.edu","CSE","C","2023","8.05","2","Placed"
"CB.SC.U4CSE19211","Aditya Raman","cb.sc.u4cse19211@cb.students.amrita.edu","CSE","C","2023","7.63","2","Not Placed"
"CB.SC.U4CSE19212","Bhavya Krishnan","cb.sc.u4cse19212@cb.students.amrita.edu","CSE","C","2023","7.36","0","Placed"
"CB.SC.U4CSE19213","Zara Gupta","cb.sc.u4cse19213@cb.students.amrita.edu","CSE","C","2023","8.47","1","Not Placed"
"CB.SC.U4CSE19214","Aishwarya Nagarajan","cb.sc.u4cse19214@cb.students.amrita.edu","CSE","C","2023","7.4","2","Placed"
"CB.SC.U4CSE19215","Aarav Das","cb.sc.u4cse19215@cb.students.amrita.edu","CSE","C","2023","6.09","2","Not Placed"
"CB.SC.U4CSE19216","Arjun Kulkarni","cb.sc.u4cse19216@cb.students.amrita.edu","CSE","C","2023","6.52","1","Placed"
"CB.SC.U4CSE19217","Anirudh Patel","cb.sc.u4cse19217@cb.students.amrita.edu","CSE","C","2023","7.29","2","Placed"
"CB.SC.U4CSE19218","Pooja Pillai","cb.sc.u4cse19218@cb.students.amrita.edu","CSE","C","2023","7","2","Not Placed"
"CB.SC.U4CSE19219","Pooja Verma","cb.sc.u4cse19219@cb.students.amrita.edu","CSE","C","2023","9.49","0","Placed"
"CB.SC.U4CSE19220","Charan Joshi","cb.sc.u4cse19220@cb.students.amrita.edu","CSE","C","2023","6.16","1","Not Placed"
"CB.SC.U4CSE19221","Bhavya Pillai","cb.sc.u4cse19221@cb.students.amrita.edu","CSE","C","2023","8.92","1","Not Placed"
"CB.SC.U4CSE19222","Aditya Iyer","cb.sc.u4cse19222@cb.students.amrita.edu","CSE","C","2023","9.48","2","Not Placed"
"CB.SC.U4CSE19223","Lakshmi Pillai","cb.sc.u4cse19223@cb.students.amrita.edu","CSE","C","2023","8.01","0","Not Placed"
"CB.SC.U4CSE19224","Ishaan Raman","cb.sc.u4cse19224@cb.students.amrita.edu","CSE","C","2023","6.48","1","Placed"
"CB.SC.U4CSE19225","Nikhil Kulkarni","cb.sc.u4cse19225@cb.students.amrita.edu","CSE","C","2023","7.08","1","Placed"
"CB.SC.U4CSE19226","Sneha Verma","cb.sc.u4cse19226@cb.students.amrita.edu","CSE","C","2023","9.46","2","Placed"
"CB.SC.U4CSE19227","Riya Nagarajan","cb.sc.u4cse19227@cb.students.amrita.edu","CSE","C","2023","8","1","Placed"
"CB.SC.U4CSE19228","Aarav Nair","cb.sc.u4cse19228@cb.students.amrita.edu","CSE","C","2023","8.77","1","Placed"
"CB.SC.U4CSE19229","Keerthana Patel","cb.sc.u4cse19229@cb.students.amrita.edu","CSE","C","2023","8.58","2","Not Placed"
"CB.SC.U4CSE19230","Pooja Sharma","cb.sc.u4cse19230@cb.students.amrita.edu","CSE","C","2023","9.09","0","Placed"
"CB.SC.U4CSE19231","Surya Kulkarni","cb.sc.u4cse19231@cb.students.amrita.edu","CSE","C","2023","6.91","1","Not Placed"
"CB.SC.U4CSE19232","Nikhil Bose","cb.sc.u4cse19232@cb.students.amrita.edu","CSE","C","2023","9.14","2","Not Placed"
"CB.SC.U4CSE19233","Karthik Gupta","cb.sc.u4cse19233@cb.students.amrita.edu","CSE","C","2023","8.76","1","Not Placed"
"CB.SC.U4CSE19234","Aarav Joshi","cb.sc.u4cse19234@cb.students.amrita.edu","CSE","C","2023","8.56","0","Not Placed"
"CB.SC.U4CSE19235","Zara Verma","cb.sc.u4cse19235@cb.students.amrita.edu","CSE","C","2023","9.3","1","Not Placed"
"CB.SC.U4CSE19236","Vikram Sharma","cb.sc.u4cse19236@cb.students.amrita.edu","CSE","C","2023","8.4","0","Not Placed"
"CB.SC.U4CSE19237","Pooja Das","cb.sc.u4cse19237@cb.students.amrita.edu","CSE","C","2023","8.9","0","Not Placed"
"CB.SC.U4CSE19238","Harish Reddy","cb.sc.u4cse19238@cb.students.amrita.edu","CSE","C","2023","9.41","1","Placed"
"CB.SC.U4CSE19239","Nikhil Krishnan","cb.sc.u4cse19239@cb.students.amrita.edu","CSE","C","2023","6.86","0","Not Placed"
"CB.SC.U4CSE19240","Yash Gupta","cb.sc.u4cse19240@cb.students.amrita.edu","CSE","C","2023","9.71","1","Not Placed"
"CB.SC.U4CSE19241","Aishwarya Menon","cb.sc.u4cse19241@cb.students.amrita.edu","CSE","C","2023","8.29","0","Not Placed"
"CB.SC.U4CSE19242","Rahul Kulkarni","cb.sc.u4cse19242@cb.students.amrita.edu","CSE","C","2023","6.85","2","Placed"
"CB.SC.U4CSE19243","Akash Nagarajan","cb.sc.u4cse19243@cb.students.amrita.edu","CSE","C","2023","7.29","1","Placed"
"CB.SC.U4CSE19244","Lakshmi Mishra","cb.sc.u4cse19244@cb.students.amrita.edu","CSE","C","2023","6.48","0","Placed"
"CB.SC.U4CSE19245","Surya Joshi","cb.sc.u4cse19245@cb.students.amrita.edu","CSE","C","2023","8.59","0","Placed"
"CB.SC.U4CSE19246","Akash Raman","cb.sc.u4cse19246@cb.students.amrita.edu","CSE","C","2023","9.74","0","Placed"
"CB.SC.U4CSE19247","Arya Kapoor","cb.sc.u4cse19247@cb.students.amrita.edu","CSE","C","2023","9.5","1","Placed"
"CB.SC.U4CSE19248","Riya Patel","cb.sc.u4cse19248@cb.students.amrita.edu","CSE","C","2023","7.31","0","Placed"
"CB.SC.U4CSE19249","Janani Mishra","cb.sc.u4cse19249@cb.students.amrita.edu","CSE","C","2023","7.91","1","Placed"
"CB.SC.U4CSE19250","Karthik Das","cb.sc.u4cse19250@cb.students.amrita.edu","CSE","C","2023","8.64","2","Not Placed"
"CB.SC.U4CSE19251","Sanjay Patel","cb.sc.u4cse19251@cb.students.amrita.edu","CSE","C","2023","6.15","1","Placed"
"CB.SC.U4CSE19252","Yash Nair","cb.sc.u4cse19252@cb.students.amrita.edu","CSE","C","2023","7.02","2","Not Placed"
"CB.SC.U4CSE19253","Arya Nair","cb.sc.u4cse19253@cb.students.amrita.edu","CSE","C","2023","7.76","1","Not Placed"
"CB.SC.U4CSE19254","Harish Kapoor","cb.sc.u4cse19254@cb.students.amrita.edu","CSE","C","2023","7.62","2","Not Placed"
"CB.SC.U4CSE19255","Yash Menon","cb.sc.u4cse19255@cb.students.amrita.edu","CSE","C","2023","8.79","0","Placed"
"CB.SC.U4CSE19256","Yash Joshi","cb.sc.u4cse19256@cb.students.amrita.edu","CSE","C","2023","6.48","0","Placed"
"CB.SC.U4CSE19257","Keerthana Patel","cb.sc.u4cse19257@cb.students.amrita.edu","CSE","C","2023","9.05","2","Placed"
"CB.SC.U4CSE19258","Diya Kapoor","cb.sc.u4cse19258@cb.students.amrita.edu","CSE","C","2023","8.96","0","Not Placed"
"CB.SC.U4CSE19259","Charan Mishra","cb.sc.u4cse19259@cb.students.amrita.edu","CSE","C","2023","7.4","2","Not Placed"
"CB.SC.U4CSE19260","Tanvi Shetty","cb.sc.u4cse19260@cb.students.amrita.edu","CSE","C","2023","7.39","0","Not Placed"
"CB.SC.U4CSE19301","Aarav Mishra","cb.sc.u4cse19301@cb.students.amrita.edu","CSE","D","2023","6.36","1","Not Placed"
"CB.SC.U4CSE19302","Anirudh Krishnan","cb.sc.u4cse19302@cb.students.amrita.edu","CSE","D","2023","8.34","1","Placed"
"CB.SC.U4CSE19303","Varun Kulkarni","cb.sc.u4cse19303@cb.students.amrita.edu","CSE","D","2023","8.68","0","Placed"
"CB.SC.U4CSE19304","Janani Gupta","cb.sc.u4cse19304@cb.students.amrita.edu","CSE","D","2023","8.56","1","Not Placed"
"CB.SC.U4CSE19305","Aditya Iyer","cb.sc.u4cse19305@cb.students.amrita.edu","CSE","D","2023","7.94","1","Not Placed"
"CB.SC.U4CSE19306","Varun Shetty","cb.sc.u4cse19306@cb.students.amrita.edu","CSE","D","2023","9.86","2","Not Placed"
"CB.SC.U4CSE19307","Aditya Krishnan","cb.sc.u4cse19307@cb.students.amrita.edu","CSE","D","2023","6.39","0","Not Placed"
"CB.SC.U4CSE19308","Meera Patel","cb.sc.u4cse19308@cb.students.amrita.edu","CSE","D","2023","7.65","2","Placed"
"CB.SC.U4CSE19309","Karthik Pillai","cb.sc.u4cse19309@cb.students.amrita.edu","CSE","D","2023","6.13","0","Not Placed"
"CB.SC.U4CSE19310","Aarav Raman","cb.sc.u4cse19310@cb.students.amrita.edu","CSE","D","2023","9.31","0","Not Placed"
"CB.SC.U4CSE19311","Surya Joshi","cb.sc.u4cse19311@cb.students.amrita.edu","CSE","D","2023","7.5","1","Not Placed"
"CB.SC.U4CSE19312","Karthik Kulkarni","cb.sc.u4cse19312@cb.students.amrita.edu","CSE","D","2023","8.86","2","Placed"
"CB.SC.U4CSE19313","Tanvi Pillai","cb.sc.u4cse19313@cb.students.amrita.edu","CSE","D","2023","6.23","1","Placed"
"CB.SC.U4CSE19314","Sneha Das","cb.sc.u4cse19314@cb.students.amrita.edu","CSE","D","2023","9.52","1","Placed"
"CB.SC.U4CSE19315","Vikram Menon","cb.sc.u4cse19315@cb.students.amrita.edu","CSE","D","2023","9.88","1","Placed"
"CB.SC.U4CSE19316","Diya Joshi","cb.sc.u4cse19316@cb.students.amrita.edu","CSE","D","2023","8.25","0","Not Placed"
"CB.SC.U4CSE19317","Pooja Pillai","cb.sc.u4cse19317@cb.students.amrita.edu","CSE","D","2023","9.19","2","Placed"
"CB.SC.U4CSE19318","Arya Chatterjee","cb.sc.u4cse19318@cb.students.amrita.edu","CSE","D","2023","9.62","0","Not Placed"
